place_guess,latitude,longitude,positional_accuracy,place_town_name,place_county_name,place_state_name,species_guess,scientific_name
"Riverside Dr, Waynesboro, VA, US",38.0724664126,-78.8853848354,9,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leesburg, VA 20176, USA",39.13146446,-77.57799373,6,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Tulip Poplar Pl, Aldie, VA, US",38.9035955968,-77.5900104679,51901,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hicks Ct, Manassas, VA, US",38.7047089726,-77.4630698848,4669,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Atherholt Rd, Lynchburg, VA, US",37.4139033333,-79.1690883333,35,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fitzwater Dr, Nokesville, VA, US",38.7139635137,-77.6198883188,6,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Merlot Ct, Bristow, VA, US",38.761805,-77.5999833333,3,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Creekside Ct, McGaheysville, VA, US",38.3808116667,-78.7368916667,9,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA 22980, USA",38.1059742215,-78.9061920717,14669,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Grottoes, VA, US",38.2983666667,-78.6615533333,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Grottoes, VA, US",38.298355,-78.661545,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leesburg, VA, USA",39.115443334,-77.564532347,5531,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bridle Rock Ct, Lynchburg, VA, US",37.4457564997,-79.2686606013,4,,Bedford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Vint Hill Farms, VA 20187, USA",38.7339607016,-77.7517310902,185,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Old Graves Mill Rd, Lynchburg, VA, US",37.3737816555,-79.2273746168,13,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Upperville, VA, US",38.9710197245,-77.8787767186,32,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
Roanoke,37.2690734863,-80.0107879639,50,,Roanoke city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrisonburg, VA, USA",38.4491277778,-78.8639194444,,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hermitage Rd, Waynesboro, VA, US",38.1027305,-78.902755,3,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Clifton, VA, US",38.8310446657,-77.4184207734,563,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Salem, VA 24153, USA",37.288375,-80.047725,,,Salem,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fauquier County, VA, USA",38.6501416667,-77.7137333333,,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hemlock Overlook Regional Park, Clifton, VA, US",38.7683133333,-77.408905,35,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blackfeet Trail, Shawnee Land, VA, US",39.1911016312,-78.3404524998,6,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Amherst, VA, US",37.5584648199,-79.08917379,36,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Downtown Mall, Charlottesville, VA 22902, USA",38.0292980584,-78.4766782075,5319,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Inlet Ct, Reston, VA, US",38.9657331286,-77.3327639486,3179,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hartland Ln, Markham, VA, US",38.9086027925,-78.0047045624,5,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA 22980, USA",38.0597916667,-78.8895444444,,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Clarke County, US-VA, US",39.1426102694,-77.8652361408,6,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Winchester, VA, US",39.2224689631,-78.283515784,9,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bull Run, VA 20109, USA",38.7864843274,-77.5219768943,244,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"400 Blandy Farm Ln, Boyce, VA 22620, USA",39.0637922,-78.0652661,168,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Central Business District, Lynchburg, VA 24504, USA",37.4153388889,-79.1440027778,,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Pershing Ave NW, Leesburg, VA, US",39.1203471667,-77.577845,3,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Leesburg,39.1303405762,-77.5349502563,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Loudoun County, US-VA, US",39.060079282,-77.840544466,9,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Box Elder Loop, Gainesville, VA, US",38.814995,-77.595275,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Jefferson Park Ave, Charlottesville, VA, US",38.0224451404,-78.5150225233,36,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Jefferson Park Ave, Charlottesville, VA, US",38.0224475713,-78.5152407622,7,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Jefferson Park Ave, Charlottesville, VA, US",38.0224463353,-78.5150214135,36,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodland, Lynchburg, VA 24503, USA",37.4214138889,-79.1827305556,,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Tate Springs, Lynchburg, VA 24501, USA",37.4176416667,-79.1885194444,,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bent Creek Terr, Leesburg, VA, US",39.1017528333,-77.4849616667,35,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Appalachian National Scenic Trail, Bluemont, VA, US",39.1122028333,-77.8564133333,13,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.1628392964,-78.4607412645,28,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodbine Village, Lynchburg, VA 24501, USA",37.4156138889,-79.2260611111,,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Heritage Crossing Ct, Manassas, VA, US",38.7755,-77.4959416667,7,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Round Hill, VA 20141, USA",39.1238563079,-77.8188000619,6762,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sandy Hook Rd, Strasburg, VA, US",38.9572667224,-78.3668341623,2339,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lee Hwy S, Warrenton, VA, US",38.765225,-77.7277666667,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"The Plains, VA 20198, USA",38.7827777778,-77.7966805556,,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rockingham, VA, US",38.5335083333,-78.7175833333,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Marine Corps Base - Headquarters, Nokesville, VA, US",38.636345,-77.4806366667,3,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Gazelle Ct, Chantilly, VA, US",38.9234629656,-77.5125627485,6,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lee Hwy S, Warrenton, VA, US",38.765245,-77.7277966667,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Karlino Ct, Hamilton, VA, US",39.1373138333,-77.6416116667,139,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Tanner Way, Manassas, VA, US",38.7346168697,-77.5075255049,15552,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",39.1412636898,-77.4567617083,8,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Redfields, VA 22903, USA",38.0119227329,-78.5318207368,191,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.393073387,-78.1376521283,1,,Orange,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.2036880593,-78.1543399087,2,,Orange,Virginia,Spotted Lanternfly,Lycorma delicatula
"Government Center Trail, Fairfax, VA, US",38.8558166667,-77.3597866667,9,,Fairfax,Virginia,"",Lycorma delicatula
"Virginia, US",39.1513982858,-77.5846778993,26,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Percivals Island, Madison Heights, VA, US",37.407045,-79.1291721667,24,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Forest Glen, Arlington, VA 22204, USA",38.8596965997,-77.1237579997,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sweet Briar, VA 24521, USA",37.5625946707,-79.0830914676,9,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"University, VA 22903, USA",38.0477689528,-78.5091835633,1773,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
Grottoes,38.2575683594,-78.7711334229,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",39.0617142153,-77.4971052526,13,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bristow Rd, Bristow, VA, US",38.6912166667,-77.500795,5,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Yellow Schoolhouse Rd, Round Hill, VA, US",39.0790195613,-77.809207241,7,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Centreville,38.8335266113,-77.4797058105,11,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cave Spring, VA 24018, USA",37.2389641997,-80.0418616997,,,Roanoke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Molair Rd, Manassas, VA, US",38.6971207057,-77.480712561,8,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
Warrenton,38.7212791443,-77.8106765747,64,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Burnt Mill Rd, Charlottesville, VA, US",38.1104171757,-78.4022516261,1310,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hemlock Overlook Regional Park, Clifton, VA, US",38.7681466667,-77.4088583333,46,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Haymarket, VA 20169, USA",38.8120584487,-77.6363806799,1215,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Frying Pan Stream Valley Park, Herndon, VA, US",38.9404154616,-77.4128997792,8,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Frying Pan Farm Park, Herndon, VA, US",38.9401260345,-77.4126577937,6,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Massanutten Resort, McGaheysville, VA, US",38.406754348,-78.715393994,59,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Wards Ln, Broadway, VA, US",38.5901916667,-78.7896716667,31,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Andrew Dr, Manassas Park, VA, US",38.76038,-77.43657,4,,Manassas Park,Virginia,Spotted Lanternfly,Lycorma delicatula
"Ruritan Rd, Sterling, VA, US",39.0074300518,-77.4285736624,169,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Training Center Rd, Front Royal, VA, US",38.8870750415,-78.1647454296,7,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Gulf Branch Nature Center & Park, Arlington, VA, US",38.9188116667,-77.1217416667,11,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Godwin Dr, Manassas, VA, US",38.725036718,-77.4929997605,5,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Winchester, VA, US",39.3720207739,-78.2005708105,369313,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lorton, VA 22079, USA",38.636417,-77.2085234,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lawson Rd SE, Leesburg, VA, US",39.0993221384,-77.546127867,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Rockingham,38.4499206543,-78.91431427,5,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Massanutten Resort, McGaheysville, VA, US",38.4186769415,-78.7476099842,6,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Central Business District, Lynchburg, VA 24504, USA",37.41337072,-79.13875178,7,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Settlers Ridge Rd, Warrenton, VA, US",38.7499395829,-77.7265294443,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.811451652,-78.0305076505,4,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William County, VA, USA",38.6744222217,-77.479055555,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Haymarket, VA 20169, USA",38.8510972222,-77.6518777778,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Collington Dr, Lynchburg, VA, US",37.3508133333,-79.2590116667,5,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"Haymarket, VA 20169, USA",38.882025,-77.6897805556,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Copper Ridge Dr, Herndon, VA, US",38.9399465779,-77.4129076582,16,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sterling, VA, USA",39.0197255029,-77.4063205719,178,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.6141588935,-77.3766139753,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blue Gray Cir, Manassas, VA, US",38.7853,-77.52243,43,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Carters Mountain Rd, Charlottesville, VA, US",37.9508846,-78.4765912,7570,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Annagreen Ct, Manassas, VA, US",38.6875807186,-77.4015195141,14,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sky Meadows State Park, Paris, VA, US",38.9960663258,-77.9742309185,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sutton Ct, Winchester, VA, US",39.1916249243,-78.1357505886,22,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Port Republic, VA, US",38.3023601891,-78.8129279878,588,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"University, VA 22903, USA",38.00780838,-78.67068104,7,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Front Royal, VA, US",38.8902866667,-78.203025,4,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Farms River Rd, Front Royal, VA, US",38.9786216667,-78.0837028333,71,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Biscuit Mountain Rd, Broad Run, VA, US",38.8042866713,-77.71563,34,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Foggy Bottom Rd, Bluemont, VA, US",39.0943221667,-77.82518,23,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Wilsons Gap Rd, Round Hill, VA, US",39.1487388333,-77.804475,5,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Frying Pan Farm Park, Herndon, VA, US",38.9401171916,-77.4124563766,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Amber Ridge Rd, Haymarket, VA, US",38.8287677989,-77.6309968998,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Whitewater Dr, Burke, VA, US",38.7989402524,-77.2850374003,24,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Observation Rd, Manassas, VA, US",38.7210966667,-77.5213166667,4,,Manassas,Virginia,Spotted Lanternfly,Lycorma delicatula
"Amherst, VA 24521, USA",37.5584865614,-79.1096902639,35640,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Days Farm Dr, Vienna, VA, US",38.9481283161,-77.2911619906,40,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrisonburg, VA 22802, USA",38.5288111111,-78.7088111111,,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Luray, VA 22835, USA",38.67074581,-78.3934296,5,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rush Estates, VA 22903, USA",38.0038219,-78.6249785,410,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colonial Village, Arlington, VA, USA",38.8946944444,-77.0817277778,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Buck Creek Ln, Faber, VA, US",37.8666383333,-78.792855,8817,,Nelson,Virginia,Spotted Lanternfly,Lycorma delicatula
"Mill Creek Rd, Luray, VA, US",38.6564466667,-78.469505,3,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Forest, VA 24551, USA",37.3354789412,-79.2936696857,177,,Bedford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William County, VA, USA",38.6240096111,-77.5365696169,15,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Madeira, Greenway, VA, US",38.970805,-77.2327333333,20,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Tradewind Dr, Aldie, VA, US",38.96825,-77.5456866667,3,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William County, VA, USA",38.6744277783,-77.4790277783,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Front Royal, VA, US",38.8721593718,-78.201950445,4,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Nelson County, VA, USA",37.9135555278,-78.8780527222,,,Nelson,Virginia,Spotted Lanternfly,Lycorma delicatula
"Dabshire Way, Manassas, VA, US",38.721745,-77.4883116667,19,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leeds Manor Rd, Delaplane, VA, US",38.957625,-77.988975,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Thompson Trail, Delaplane, VA, US",38.9570716667,-77.9898083333,3,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Loudoun County, VA, USA",39.099726,-77.837216,100,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Thompson Trail, Linden, VA, US",38.9527259336,-78.0213114855,14,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Osborne Dr, Warrenton, VA, US",38.7426817974,-77.6692118403,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blackwell Rd, Warrenton, VA, US",38.7262283333,-77.7896383333,35,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Middleburg, VA 20117, USA",38.9749027778,-77.7445333333,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"N Hamilton St, Richmond, VA, US",37.5713104525,-77.4772109411,24,,Richmond city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Springfield, VA 22150, USA",38.7591435,-77.1935211,87,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Front Royal, VA, US",38.9028571353,-78.2510876473,551534,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bristow, VA 20136, USA",38.69485018,-77.50412529,6,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Forest, VA, USA",37.3637372262,-79.2897489667,7772,,Bedford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Haymarket, VA 20169, USA",38.882025,-77.6894944444,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Haymarket, VA 20169, USA",38.8821972222,-77.6893138889,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",39.2557145883,-77.4136545308,11,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Mountain Rd, Lovettsville, VA, US",39.2584833333,-77.69458,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hartland Ln, Markham, VA, US",38.9084628923,-78.0062195007,6,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Mountain Rd, Lovettsville, VA, US",39.2585133333,-77.69455,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Loudoun County, US-VA, US",39.2876522997,-77.7330048997,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Riverbend Park, Great Falls, VA, US",39.0245695,-77.2467716667,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Page County, US-VA, US",38.7679055556,-78.4220472222,,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Limberlost Accessible Trl, Virginia, USA",38.5823847911,-78.3823367668,122,,Madison,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rockwater Park, Culpeper, VA, US",38.4599633333,-78.0050277833,4,,Culpeper,Virginia,Spotted Lanternfly,Lycorma delicatula
"Martha Tross Rd, Upperville, VA, US",38.9668848412,-77.8714787309,13,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Beverleys Mill Rd, Broad Run, VA, US",38.7866833333,-77.7156833333,17,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fairfax, VA, USA",38.8432871997,-77.3171179997,,,Fairfax city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Brentwood Farm Dr, Virginia 22030, USA",38.8348609,-77.3658,454,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA 22827, USA",38.3158388889,-78.6285111111,,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lake Frederick, VA 22630, USA",38.8714496997,-78.2024281,,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Triangle, VA 22172, USA",38.5570712997,-77.3520951997,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bluemont, VA 20135, USA",39.0726629722,-77.879058,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Afton Depot Ln, Afton, VA, US",38.0329583333,-78.8435883333,4,,Nelson,Virginia,Spotted Lanternfly,Lycorma delicatula
"Afton, VA, US",38.0402333333,-78.8631216667,4,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Farms River Rd, Front Royal, VA, US",38.9764085419,-78.0847287352,107,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Middletown, VA 22645, USA",39.0255861997,-78.2811968,,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Round Hill, VA 20141, USA",39.1395444444,-77.7640138889,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Wyecrosse Ct, Bristow, VA, US",38.7605420498,-77.5964523579,16,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Washington&Old Dominion Trail, Leesburg, VA, US",39.0996449623,-77.5465361251,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Charlottesville,38.0370483398,-78.4556655884,4,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lee St, The Plains, VA, US",38.8625116667,-77.7703333333,14,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Greenwich Rd, Catlett, VA, US",38.68792,-77.6724333333,16,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"University of Virginia, Charlottesville, VA, US",38.0311419913,-78.5015547918,48,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fauquier County, VA, USA",38.7805619782,-77.808222772,500,,Fauquier,Virginia,Lycorma delicatula,Lycorma delicatula
Roanoke,37.2705497742,-79.9409408569,13,,Roanoke city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Crozet, VA 22932, USA",38.2507611111,-78.6652388889,,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chester Gap, VA 22623, USA",38.8491887346,-78.1344199553,25,,Rappahannock,Virginia,Spotted Lanternfly,Lycorma delicatula
"Madeira, Greenway, VA, US",38.9705916667,-77.2330083333,37,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Franconia Rec Center, Alexandria, VA, US",38.7730424351,-77.1093358078,22,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
Waterford,39.1900100708,-77.5939331055,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Purcellville,39.223526001,-77.7423706055,99,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Albrite Ct, Manassas, VA, US",38.7041666667,-77.39733,13,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Alleghany Dr, McGaheysville, VA, US",38.3978533333,-78.7156533333,12,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hillsboro, VA 20132, USA",39.3185054703,-77.7087480202,5001,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Stanardsville, VA, US",38.37875,-78.497795,4,,Greene,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stanley, VA 22851, USA",38.4721670782,-78.4534573182,109462,,Greene,Virginia,Spotted Lanternfly,Lycorma delicatula
Charlottesville,38.1888122559,-78.4067230225,80,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Charlottesville, VA 22901, USA",38.0591914997,-78.4669547997,,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Haymarket, VA 20169, USA",38.8454620328,-77.6671798155,183,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Charlottesville, VA, US",38.0042507496,-78.4763547691,112,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Trask Pl, Ashburn, VA, US",39.0172990552,-77.5038012677,7,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Jefferson Ave, Waynesboro, VA, US",38.0556333333,-78.9012,46,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Langhorne Rd, Lynchburg, VA, US",37.4126283333,-79.1736533333,4,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Tappahannock, VA 22560, USA",37.9389983783,-76.9958064705,2348744,,Essex,Virginia,Spotted Lanternfly,Lycorma delicatula
"Grant Ave, Manassas, VA, US",38.75608,-77.47628,7,,Manassas,Virginia,Spotted Lanternfly,Lycorma delicatula
"Peakwood Dr SW, Roanoke, VA, US",37.2367866667,-79.96308,4,,Roanoke city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Farm House Ln, Fairfax, VA, US",38.8344471584,-77.2964112681,9,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sully Historic Site, Chantilly, VA, US",38.9084966667,-77.4291,5,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warden Springs Rd, Pulaski, VA, US",37.0527903324,-80.7455377259,2417137,,Pulaski,Virginia,Spotted Lanternfly,Lycorma delicatula
"Centreville, VA 20121, USA",38.8226584,-77.4319942997,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hickory Nut Ln, Staunton, VA, US",38.1161087274,-79.0012949279,5,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"W Country Club Dr, Purcellville, VA, US",39.1399297351,-77.724149013,8,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Gainesville, VA 20155, USA",38.7954638889,-77.6007222222,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
Charlottesville,38.0289382935,-78.5126113892,11,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
